Timestamp,User,Num Followers,Hashtags,Tweet Text
2018-09-20 01:11:40,JEPbyLor,844,[],"Obama entry remained unmodified (e.g., June 6, 2002) ( until sometime around December 9, 2004 ( when it was modified to read: ... "
2018-09-20 01:11:30,ChrisCrosswhit5,218,[],@battleofever @RicVaDude TwiceTO OBAMA AND ONCE TO TRUMP. 
2018-09-20 01:11:30,brokensticks1,7,[],"@WhiteHouse Mr. President, You have a chance to be the greatest and most remembered in history, and all you have to do is make sure all those involved in FBI, CIA, DOJ, and others in Obamas admin are prosecuted for their crimes. Do not let Americans down, like those b4 you."
2018-09-20 01:11:26,XweAponX,781,[],"Remember that time when they refused to give Obamas candidate a hearing, for over 450 days? And now they want to ram through a second supreme court judge who has been accused of RAPE. By all thats reasonable and fair they should STOP and... "
2018-09-20 01:11:26,unperson03,95,[],@ValerieJarrett Are you still boarding in Obamas basement.
2018-09-20 01:11:17,the_ryan_boyle,200,[],"@FloMartinSec @clayranck @aaronsojourner @realDonaldTrump I parse data for a living, sonny. You look at pictures.  What's the GDP been? What was Obama's average quarter?"
2018-09-20 01:11:16,kmsbanr,1,[],@realDonaldTrump What recovery? You inherited a fabulous performing economy from Pres Obama. Stop lying about how bad things were. They are worse for the little guy mow only good for corp and rich line you.
2018-09-20 01:11:13,MassD,16822,[],"@Bobby47801299 Sadly, since President Obama, Trump has designated Hawaii a rogue, terrorist nation."
2018-09-20 01:11:11,MarkovChainer,6,[],Debt when president obama doubled it in only 8 years!
2018-09-20 01:11:10,GiboneyDavid,3322,[],@LivLively_24_7 @rlittle600 @JoeMoor80940296 @miriam__s9 @_edwardmondini_ @WaydeDe @annableigh @dustygirl68 @GenevieveLee19 @Stephan40279183 @cwilliams1113wy @IrvingDavis @niteowlmom3 @RHONDA_USA @ntvnyr173 @CarlaJM @Pjj44138783 @DxmJohansen @rstephe364 @kzevans1124 @WhoWolfe @BigBobDC68 @Adorable_Todd @LiberalJustin @BourgeLouis @vanderfk @poser_william @ratel12703224 @LouiseMagill1 @Legaleagle1953 @OpinionOnion7 @Mamma_Janet @HarrietNix @DevilDogNV @KonnieJean @DCLbeacher444 @JamesDoss50 @pfeifer_russel @realDonaldTrump @VP @POTUS @FoxNews @TheStoryFNC Obama did have a recession to get us out of but he spent 13 trillion dollars of future taxes to get us out of it.  Some of it was spent ridiculously but it was successful.  The economy going forward is definitely not his doing though.  It has too many influences from presentadmin
2018-09-20 01:11:08,jr_harra,69,[],It is a political hit job started with Billy Ayers....  Tied to Elvis Nixon and OBAMA.....  HOW MUCH MORE CLEAR CAN I BE
2018-09-20 01:11:07,mconrad63,191,[],@KimLeekwan @Lawrence @finney @maddow @amjoyshow @thesalsa3344 Umm?  And You didn't come out against RACIST OBAMA &amp; Criminal Hillary.... Double Standards have hidden agendas.... U?
2018-09-20 01:11:04,Kinwotnub,4659,[],@IsraelUSAforevr @V_actually Obama's are black Toilets are white The Left is wrong The Right is right 
2018-09-20 01:11:03,ItsApartyToday,53,[],Me and Obama  at Madame Tussauds San Francisco 
2018-09-20 01:11:03,drew12289,68,[],"@joyctradamus @DonaldJTrumpJr @realDonaldTrump Here are lyrics to a song I know you'll like:  Oh, from the moment of her birth, Queen Hillary was the most perfect person (after Obama) To ever exist on Earth. Oh, yes, it ought to be  Mandatory For all aged 7+ To always worship thee. And those who don't should be executed.  "
2018-09-20 01:11:03,CareyFulton12,1849,[],"Leadership in the Oval Office, from FDR to Barack Obama  via @YahooNews"
2018-09-20 01:11:00,rookieuserIm,2866,[],"@Paola_Dec1231 Fisherfolk and peoplekind thanks Obama.Don't worry @Paola_Dec1231 it will only take a couple of day before ZERO takes credit for it,just like everything else."
2018-09-20 01:10:59,sweetamyrenee,0,['disappointingmsm'],and I cant believe how blatant their bias is. Come on @NBCNews be fair! If this were Obama visiting the flood victims it would have been a 10 min headline story #disappointingmsm
2018-09-20 01:10:59,Doc_otaLonestar,3504,[],"@michaeljames86 @Maggs1221 @PnutMueller @LisaMei62 Michael, Mike, Mikey. Oh Mikey.  Were Russian bots also responsible for the uptick in Kanye West album sales? We got your number. The free world wasn't fooled by Obama's ""17 Intelligence Agencies and their ""report."" God damn fools."
2018-09-20 01:10:58,JMooreBoston,1284,[],"@iske_paul @BackFromDeadRed @HuffPostPol That was actually started by the Clinton campaign, along with Obama boys (Bernie Bros). "
2018-09-20 01:10:57,Traderjane1234,5459,['BarackObama'],President #BarackObama left the country with a nice parting shot under the radar  
2018-09-20 01:10:56,Carlpanthertim,4242,[],Obama would like to do this here in America!
2018-09-20 01:10:55,larryelder,443987,[],"""...something's got to happen to this guy [President Trump], because if we don't get rid of him, he's going to undermine America and even the world."" --California Gov. Jerry Brown, Sept. 17, 2018  Imagine the fate of ANY republican politician who said that about President Obama!"
2018-09-20 01:10:55,_AdamaryR_,767,[],"if @cher wanted to get honored at the Kennedy Center during the Obama administration, SHE SHOULD HAVE BEEN FUCKING HONORED THEN! things are done when Cher wants them done, not when these fuckers feel like it."
2018-09-20 01:10:55,pixycup,712,[],@1Romans58 @starcrosswolf @gatewaypundit If it was happening...obama knew about it...no doubt.... has anyone else heard that he was extremely paranoid....heard that several times throughout his presidency
2018-09-20 01:10:53,MerrickGordonR,9,[],"@Gee6Mcgee @realDonaldTrump @foxandfriends Democrats, Hillary and Obama are his 3 go to targets for blame. Not in that order."
2018-09-20 01:10:47,Grapple4Christ,96,"['liberalogic', 'liberalismisamentaldisorder', 'Liberal', 'lib']","They realize he's been a judge for years now, right?...even while Obama was president....right? #liberalogic #liberalismisamentaldisorder #Liberal #lib"
2018-09-20 01:10:44,medium_juan,171,"['pizzagate', 'pownthelibs']",@patriotholedoug When will it stop #pizzagate #pownthelibs lock her up and burn my shoes so sick of Obama ruining my country with his shirts Im burning my shirts now
2018-09-20 01:10:39,Go_Team_Trump,3659,[],"@ThomasWictor @drawandstrike Why Obama, of course! He takes credit for everything!"
2018-09-20 01:10:38,UncleSam2k17,270,[],@TylersOH @CBSNews @SenFeinstein Obama was a thug
2018-09-20 01:10:36,GmaG54499212,534,[],"@cook_vwcook @RedWolfNana @Betheriffic @Charles16373694 @Franklin_Graham @SenFeinstein @POTUS @realDonaldTrump They are costing taxpayers much for than Obama and family did.   Google it.  He spends his yearly salary on less than a Day day golf outing!  PLUS he charges secret service golf cart fees and room rental, meals.  All goes in his own pocket!  He profits off the presidency."
2018-09-20 01:10:35,mygalken,30,[],"@HillaryClinton Obama split this country in half, undermining unity"
2018-09-20 01:10:33,DrMartyFox,165803,['HillaryFanClub'],"Unindicted Felon Hillary Came Out Of The Woods To Speak To Madcow:  ""What I Worry About Is After The Election @realDonaldTrump Will Wholesale FIRE People""  I Hope So  FIRE Rosenstein, Mueller Obama Holdovers &amp; Sessions If There Is No ""Plan""  AND Members Of The  #HillaryFanClub "
2018-09-20 01:10:30,jonrob718,2099,[],Tucker Carlson blames Democrats for death threats made toward Christine Blasey Ford and President Obama did a terrible Job on Hurricane maria in Puerto Rico
2018-09-20 01:10:29,APfnS,287,[],"@USATODAY Trumps reputation of sticking to many of his campaign promises should speak for most! Since when has a President done that? Obama lied, Bush lied, Clinton lied. Trump? hes tried to work for his base."
2018-09-20 01:10:28,IBumbybee,11063,[],Obama Presidential Center will pay just $10 for a 99-year lease as Chicago city council is set to approve plans that have angered community advocates   via @MailOnline
2018-09-20 01:10:28,tks336,11,[],"@ryanegorman @JonahNRO @Commentary Oh, please. Goldberg is on the record calling Obama a socialist in this very magazine 10 years ago. Now that conservatives have spent the past 50 years calling everything that involves higher taxes on the rich ""socialism"", they want a precise definition when people say OfuckingK."
2018-09-20 01:10:27,LindaAn98250780,2,[],@givemeliberty22 @AlmostKevin @realDonaldTrump This I was wrong well 1/2 wrong Hillary needed the majority of 9 votes for the deal to go through or not. Obama could do it alone. But none of them are in jail or under investigation. I m not even sure it went through  but I really dont care anymore I moved on from it.
2018-09-20 01:10:25,carney,59786,[],@TonyFratto @wbmosler @StephanieKelton And I was a pretty early critic of the GOP deficit hawks in the Obama era.   
2018-09-20 01:10:22,JoeFreedomLove,53083,[],OPINION: Woodward Confuses Trump Notes With Obama Notes - The Daily Caller 
2018-09-20 01:10:22,TempusSpiritus,24968,['DemocratsHateAmerica'],"Did you feel targeted &amp; attacked as a Conservative under Obama/Hillary?  I did not feel included. I felt excluded. I felt the Democrats hate me for my religion, my race and my gender.  Do you feel hated by Democrats?  #DemocratsHateAmerica "
2018-09-20 01:10:18,Carlpanthertim,4242,[],Obama would like to do that here in America if he could.
2018-09-20 01:10:16,TPrgesa,248,[],@QSiegfried @JerryPDias Ok if the economy was trending since 09 then why did Obama lose 2.9 million jobs
2018-09-20 01:10:13,Morgan5David,123,[],"@ctruc @PressSec Where the heck were you during Obamas 8 years of theft, Treason and Sedition?"
2018-09-20 01:10:12,thrunched,85,[],"@LindseyGrahamSC Why? You were in no rush to fill the vacant seat under Obama. Hypocrites and misogynists, the lot of you @gop"
2018-09-20 01:10:08,hugo_willie,3,[],@seanhannity Obamas cousin.
2018-09-20 01:10:07,kita_L725,3938,[],"Obama's 2004 DNC keynote speech  via @YouTube  I could listen to this speech every day!!!!  @BarackObama Aftrr hearing it the first time, I told every person I knew or met that he would be elected the next President of the United States in 2008!"
2018-09-20 01:10:07,gerfingerpoken,72549,"['obama', 'obamagate', 'Benghazi', 'KAG', 'KAG2018', 'KeepAmericaGreat', 'MAGA']",Obama's Benghazi Body Bags No Mere Conspiracy Theory - American Thinker     #obama  #obamagate  #Benghazi  #KAG  #KAG2018  #KeepAmericaGreat  #MAGA  @realDonaldTrump  TW398
2018-09-20 01:10:07,quapo123,55,[],@fishwanda1 @realDonaldTrump Me too! President Obama!
2018-09-20 01:10:07,haleighforafp,425,[],trump supporters wouldnt retweet anti racist obama tweets but go off (1/2) 
2018-09-20 01:10:06,Nick30664336,3290,[],@GratiasVal @JCinAZ2018 @SenFeinstein Hillary was supposed to win rmbr? That wad going to be Obama's parting gift.  She lost
2018-09-20 01:10:06,_rosee123,498,[],Hahaha both Obama's have more ig followers than the trumps 
2018-09-20 01:10:05,mrsjmslade,2490,[],@RepSwalwell @ltlbowtie But the Dems learned it from the Reflublicans. REAL PRESIDENT OBAMA had a whole year left and they blocked him. No hearing. Nothing. So STFU and focus on packing. Mueller is coming for you. Soon. But not soon enough. 
2018-09-20 01:10:05,Christofercarri,2,[],"@realdramaimp @realDonaldTrump @fema @FEMA_Brock Check your facts, the Democrats and Obama policy was infamously worse, just saying"
2018-09-20 01:10:03,Nard1000000,2143,[],Wealthiest GOP donor in Ohio says he is 'no longer a Republican' after Obama visit 
